QuestionId,TagId
1871287,25641
1873290,5
1873290,3
1887106,5
1887106,22
1887106,114
1918152,9
1918152,96
1918152,153
1928342,3
1928342,1531
1928342,20014
1928342,31321
1958480,154
1963661,352
1963661,3000
1963661,3669
1964394,30
1964394,8036
1970288,3
1970288,41
1983315,9
1983315,378
1983315,1117
1983315,1065
1988277,4
1988277,21643
2012373,154
2012373,30
2012373,219
2012643,17
2014234,256
2014234,9823
2028404,243
2028404,1151
2028404,2656
2028404,1470
2031683,5
2031683,1378
2055301,4367
2069435,9
2069435,1617
2081940,136
2081940,2838
2088561,5
2088561,3988
2088561,5868
2093532,9
2093532,28
2107881,1925
2107881,503
2107881,2556
2107881,34767
2120699,1386
2155668,9
2155668,2193
2165726,10
2165726,369
2165726,2177
2173737,22
2173737,194
2178220,33953
2178220,457
2178220,31655
2179251,16
2179251,432
2179251,3849
2179251,5627
2181275,16
2181275,8662
2194047,9
2194047,30073
2194047,598
2194047,3571
2194047,112919
2243768,9
2243768,352
2243768,2438
2246443,19
2246443,1532
2255833,5990
2255833,5192
2255833,12408
2273730,17
2273730,4985
2273730,3035
2284621,22
2284621,30
2284621,41345
2285019,5
2285019,2
2287950,5
2287950,76
2287950,1074
2287950,1930
2290365,64
2290365,1449
2290365,390
2296937,72
2296937,23
2296937,7989
2296937,9525
2307016,820
2307016,3262
2307016,643
2307016,4126
2307016,3050
2325220,8
2325220,2347
2330850,10
2331149,1
2331149,2441
2331149,1742
2338226,5
2338226,21
2338226,30
2338226,1961
2344167,276
2344167,3060
2344167,3
2350225,820
2354525,1995
2354525,40255
2354525,3574
2361477,3
2361477,5166
2361477,2628
2380706,17
2380706,1386
2380706,121
2380706,61330
2399086,1386
2399086,18685
2409025,9
2409025,1078
2409025,1079
2409332,820
2409332,1508
2409332,2100
2409332,15245
2415483,7003
2416710,9
2416710,96
2416710,820
2416710,363
2416710,752
2447417,96
2447417,5210
2447417,2096
2447417,12056
2448242,10
2448242,5187
2448242,1478
2448242,1617
2467952,9
2467952,30
2467952,2596
2472665,2
2472665,41
2472665,363
2472665,1362
2472665,13125
2479358,154
2479358,908
2479358,829
2479358,26050
2479358,16157
2479503,64757
2479503,3184
2479503,17811
2479778,9
2479778,1
2479778,36252
2479778,148
2479778,517
2480664,3
2480664,820
2480664,5210
2491730,17
2491730,53
2494349,259
2494349,506
2494349,309
2496913,201
2496913,19875
2497627,17
2497627,1211
2497627,4069
2511605,1
2511605,355
2511605,82352
2511605,2292
2511605,8051
2511958,820
2511958,904
2511958,360
2514940,154
2514940,23087
2514940,10593
2514940,5098
2514940,19691
2528684,17
2528684,1386
2528684,5584
2528684,2904
2567708,22
2567708,121
2572734,9
2572734,378
2572734,1004
2576071,118
2576071,889
2576071,8160
2576071,40529
2585873,4
2585873,17928
2585873,2
2592248,5
2592248,8973
2595122,154
2595122,33380
2595122,1521
2598626,22
2598626,72
2598626,4527
2598626,30408
2598626,2493
2601157,816
2601157,6129
2610353,64
2610353,7002
2631327,820
2631327,865
2631327,2833
2631335,7003
2631335,48572
2631335,48654
2640519,277
2640519,984
2640519,868
2640519,30887
2647966,5
2647966,363
2647966,643
2666192,1
2666192,48
2666192,2579
2675114,9
2675114,376
2675114,14456
2678089,4
2678089,978
2678089,10866
2685085,72
2685085,2177
2685085,23834
2685085,12472
2687293,12
2687293,1189
2687293,9101
2687634,9
2687634,378
2687634,2833
2688639,248
2689907,259
2689907,40102
2689907,21754
2701390,38
2701390,40130
2701390,38155
2708501,10
2708501,8
2708501,19184
2708501,22432
2713942,136
2713942,641
2713942,642
2713942,5954
2713942,14423
2725310,299
2725310,136
2725310,11444
2740452,17
2740452,2620
2740452,647
2740452,2990
2765755,2
2765755,4
2769488,17825
2769488,21552
2769488,5781
2799717,526
2799717,24067
2811092,3
2811092,139
2811092,926
2811092,137
2829161,22
2829161,4984
2829161,1141
2830069,16
2830069,17418
2830069,47724
2836194,5
2851858,34
2851858,390
2851858,22055
2858135,9650
2858135,1802
2858135,5137
2858751,522
2858751,1802
2858751,14948
2858970,1732
2858970,52124
2858970,51954
2868700,9
2868700,1
2884127,9
2884127,470
2884127,48
2884127,5166
2898424,9
2898424,378
2898424,15899
2907028,18
2910318,10
2910318,61
2910318,103548
2946416,30
2946416,2620
2946416,2990
2946416,2404
2947049,47801
2951953,1386
2951953,19689
2952088,9
2952088,96
2952088,688
2952088,4528
2957512,9
2957512,1931
2957512,352
2957512,725
2957512,1747
2983612,17
2983612,316
2987664,12
2987664,2847
2987664,15175
2987664,31298
2989929,67618
2989929,36102
2995674,820
2995674,363
2995674,4985
2995674,11954
2997062,58338
2997062,154
2997062,11409
2997062,32842
2999576,10
2999663,5
2999663,688
2999663,215
2999663,2304
3004846,53
3004846,3885
3004846,4198
3012035,3
3023010,96
3034960,154
3034960,7003
3042717,5910
3042717,10001
3042717,3819
3049272,4984
3049272,12
3049272,36236
3056456,22
3056456,33126
3057694,9
3057694,12
3057694,3048
3068695,2
3068695,2833
3071496,39210
3077661,136
3077661,27
3077661,219
3077661,2387
3077661,18751
3100585,17
3100585,18
3100585,139
3112602,10
3112602,3584
3112602,41873
3169993,5
3169993,926
3169993,1292
3171176,2218
3177004,456
3177004,733
3177004,492
3185295,4
3185295,36930
3213083,3
3213083,820
3213083,2
3236015,889
3236015,5832
3236015,657
3242226,5
3242226,169
3242226,5769
3242226,59330
3250536,154
3250536,1435
3252949,96
3252949,21
3252949,2537
3259858,34777
3259858,1929
3259858,6262
3259858,55689
3260352,3
3260352,459
3266045,9
3266045,378
3266045,136
3266045,1117
3266045,27
3269088,378
3282418,9
3282418,1219
3297483,17
3297483,3
3297483,820
3297483,1211
3297483,691
3297547,4527
3297547,23
3297547,25916
3297547,34777
3302127,3
3302127,1788
3302127,1200
3319508,17
3319508,9317
3319508,19545
3323278,820
3323278,4574
3345412,9
3349422,96
3357612,522
3357612,15587
3357676,5
3357676,3437
3357676,3280
3357676,8534
3357676,56769
3361243,9
3361243,378
3361243,9002
3361243,517
3364348,154
3364348,48572
3364348,27783
3369593,3
3369593,820
3369593,9156
3369593,107642
3398806,16
3398806,4075
3401131,53
3401131,2881
3401131,11555
3407380,5
3407380,1263
3407380,30073
3411974,3
3411974,820
3411974,2
3414297,9
3414297,30279
3414327,18
3414327,5881
3416734,9
3416734,378
3416734,1208
3428986,154
3428986,908
3428986,2669
3428986,15420
3438560,64
3438560,2132
3438560,3705
3440360,17
3440360,1082
3442296,42953
3442296,34777
3451099,10
3451099,72390
3451099,5622
3451099,7803
3451099,32127
3452272,10
3452272,1702
3452272,946
3466787,10
3466787,137
3468655,142
3468655,8005
3492011,3
3500724,154
3500724,7003
3502517,9
3502517,14998
3502517,38403
3510503,17
3510503,53
3510503,6237
3510503,3885
3516757,5584
3516757,1461
3516757,95
3517013,9
3517013,760
3517013,1355
3517013,23970
3521692,16
3521692,194
3521692,2783
3521692,2543
3524222,58
3524222,33953
3524222,34469
3524222,4557
3534282,22
3534282,21
3538683,21
3538683,3822
3549034,1
3549034,2433
3549034,647
3549034,2458
3549034,7330
3555341,4
3556956,363
3556956,820
3567676,72
3575245,22
3575245,37299
3584180,1386
3588482,53
3588482,1605
3588482,70827
3591237,1
3591237,1363
3591237,4484
3591237,7022
3594353,9
3594353,96
3595433,1386
3595433,53
3595689,1141
3595689,3550
3595689,64108
3595689,20194
3614594,16
3614594,243
3614594,11464
3620465,154
3620465,23087
3620465,25219
3620465,38562
3623471,10
3623471,8
3623471,64
3623471,982
3624014,154
3631616,2513
3631616,28783
3634929,1386
3634929,865
3634929,27472
3634929,13959
3639464,154
3639464,7003
3639464,1435
3639464,23087
3644537,518
3644537,11888
3645911,994
3645911,1435
3651404,3143
3651404,873
3651404,14868
3651404,27920
3664611,9
3664611,96
3671062,3
3671062,4984
3671062,9921
3674601,67618
3674601,65
3684011,16
3684011,243
3684011,10742
3684011,5725
3684011,38251
3689380,1386
3689380,469
3689380,13477
3709165,154
3709888,96
3709888,363
3709888,5166
3709888,820
3709979,72
3709979,34777
3719024,9
3719024,1
3719024,4527
3719024,3550
3719024,9673
3725017,153
3725017,31481
3727518,5
3754672,154
3754672,7003
3754672,1435
3754672,79778
3759590,868
3759590,946
3762191,21
3762191,12
3762191,281
3762191,2313
3776088,1386
3812156,96
3812156,517
3814507,4984
3814507,2999
3814507,5354
3814507,7531
3818508,21
3818508,684
3834215,17
3834215,58
3834215,5504
3834215,55550
3837988,492
3839779,4984
3865361,470
3865361,2304
3865361,8863
3885345,96
3885345,215
3885345,76
3885937,16
3885937,1083
3888065,5
3888065,21
3888065,136
3888065,219
3888065,2387
3891714,5
3891714,146
3893731,7003
3893731,1078
3908761,16
3908761,243
3908761,38622
3910782,17
3910782,15475
3913388,22
3913388,72
3913388,3001
3913388,41399
3915040,387
3915040,390
3915040,6268
3917692,5
3917692,21
3925857,299
3925857,760
3925857,57
3925857,1241
3948975,16
3948975,688
3948975,292
3948975,54712
3961780,5
3961918,17
3961918,1386
3965403,10
3965403,136
3965403,183
3965403,219
3968334,9
3968334,11456
3968557,58338
3968557,4037
3968557,14972
3968557,62417
3982901,52044
3993225,8
3993225,34
3993225,218
4036975,9
4036975,2548
4036975,5950
4041670,17
4041670,148
4054290,12
4054290,12658
4054290,2801
4062714,4557
4073564,1
4073564,5210
4073564,364
4076066,17
4076066,3935
4076066,11272
4105732,22
4105732,1151
4107525,9
4107525,829
4110059,16
4110059,4452
4110059,4190
4114200,3
4114200,820
4114200,14405
4119322,5
4119322,21
4123427,96
4123427,14456
4141029,64
4141029,7992
4141029,7002
4141029,1190
4150370,8
4150370,58
4150370,35
4150370,2888
4152014,154
4154378,890
4154378,279
4154378,12658
4154378,1300
4170477,16
4170477,2010
4170477,4082
4170477,63220
4173594,9
4173594,752
4173594,488
4173594,3739
4173594,10631
4185077,3
4185077,4
4185077,6439
4185077,2595
4185077,6557
4197763,17
4197763,64
4197763,58
4197763,7851
4200712,522
4200712,1449
4204293,9
4204293,14456
4204293,7158
4204293,3158
4204293,27091
4212084,2
4212084,4
4212084,865
4212084,862
4221486,9
4221486,1
4241683,7511
4242700,154
4242700,25549
4249087,9
4249087,1
4249087,41
4249087,360
4249087,1531
4250389,5142
4250389,3143
4250389,12282
4266696,9
4266696,1
4266696,18
4266696,13737
4266696,15328
4281087,13274
4281087,1102
4281087,1101
4281087,30000
4293571,38
4293571,299
4293571,14012
4293571,519
4293571,1711
4297058,21
4297058,2054
4297058,452
4297058,3601
4297058,1264
4327597,14456
4327597,9650
4327597,2175
4331528,369
4331528,802
4332951,598
4332951,56769
4366592,57799
4366592,2290
4366592,1380
4394250,1386
4396033,4984
4415134,16
4415134,64
4415134,53
4415134,488
4415134,2348
4422613,154
4422613,48572
4422613,22753
4422613,7986
4428961,38
4428961,40130
4431066,5
4431066,4984
4431066,30
4431066,26762
4449453,1386
4449453,53233
4456310,17
4456310,868
4457048,4
4457048,2
4457048,691
4468199,9
4468199,96
4468199,194
4471645,4
4489643,1
4489643,523
4489643,1208
4493996,1386
4493996,44220
4493996,2218
4506523,4025
4517525,459
4517525,642
4517525,44630
4521465,3421
4521465,1568
4523176,7003
4523176,58338
4523176,11409
4537449,1386
4537449,742
4564473,96
4564473,902
4574110,889
4574110,2035
4576204,154
4576204,48572
4576204,58338
4576204,64694
4590903,1
4590903,41
4590903,36252
4593862,9
4593862,1
4593862,136
4593862,21415
4594584,64108
4594584,186
4594584,52046
4594584,57354
4625523,9
4625523,28
4625523,1071
4632172,19331
4632172,21633
4639819,5
4639819,2857
4639819,18238
4639819,1200
4639819,19014
4658064,1386
4686983,1
4686983,18
4686983,139
4686983,1008
4686983,2498
4689533,868
4689533,5142
4689533,4087
4689533,13059
4689533,69519
4708825,12
4708825,2847
4708825,2406
4716557,4984
4716557,5694
4716557,14875
4716700,22
4716700,930
4716700,494
4716700,25562
4718734,21
4718734,4984
4730523,22
4730523,1695
4736208,13285
4736208,66384
4758255,9
4758255,6249
4760109,53
4760109,125
4764431,1386
4764431,7851
4770946,17
4770946,1082
4772291,9
4772291,17
4772291,1
4772291,4985
4772291,6941
4776072,30
4776072,7528
4776072,21
4776072,28995
4787484,4
4787484,5052
4787484,25194
4787484,82352
4790024,820
4790024,82352
4790024,23896
4790024,15605
4797905,9
4797905,5310
4797905,724
4797905,345
4801352,16
4801352,60010
4801352,11529
4825509,3
4825509,16
4825509,18
4825509,47561
4825509,44526
4844637,1381
4844637,2443
4844637,511
4846401,7978
4846401,81279
4874069,248
4874069,259
4874069,1080
4899985,64
4899985,16652
4904670,58338
4904670,9155
4904670,26711
4904670,33603
4934856,2603
4934856,20573
4941888,154
4941888,58338
4941888,58299
4941888,8257
4946615,5
4946615,21
4946615,5354
4960128,382
4960128,965
4960128,914
5004183,8
5004183,248
5004183,47278
5014616,10
5014616,114
5014616,7667
5026434,1386
5026434,73524
5026434,23954
5031994,16
5031994,2
5031994,444
5031994,1478
5046235,820
5055864,1720
5055864,21030
5064597,3262
5064597,38136
5064597,74906
5064733,17
5064733,53
5064733,1603
5068394,154
5068394,2089
5068394,21293
5071671,55881
5071671,3327
5071671,29693
5074743,580
5074743,4209
5074743,1972
5081795,153
5081795,34816
5083101,9
5083101,1
5083101,735
5094003,9
5094003,1
5094003,5910
5094003,9201
5094904,17
5094904,61
5094904,2678
5094904,2176
5094904,667
5100173,248
5100173,4985
5100173,259
5100173,6941
5100173,3060
5104022,17
5104022,10096
5112928,58338
5112928,40536
5112928,4431
5113971,17
5113971,3890
5113971,7428
5116502,58338
5116502,862
5116502,26050
5116502,28649
5116502,9155
5121794,2780
5121794,2361
5121794,1854
5130583,5
5130583,1661
5130583,5746
5130583,12431
5132152,119
5132152,5962
5132152,49711
5133061,17
5133061,30
5133061,1695
5133061,59459
5172172,8944
5172172,16615
5172627,201
5172627,2
5172627,742
5173639,820
5173639,10233
5181160,16
5181160,53
5183212,154
5183212,43363
5183212,37711
5195345,5142
5195345,3550
5195345,7189
5219030,2
5219030,4
5219030,691
5223897,1386
5223897,73524
5236238,16
5236238,363
5236238,243
5254679,146
5254679,11939
5254679,45173
5256437,43000
5256437,42283
5256437,36195
5262103,352
5262103,27634
5262103,8097
5265000,17
5265000,22
5265000,194
5265000,5617
5265000,2177
5272912,96
5272912,41
5272912,4209
5277707,2218
5277707,183
5291402,6061
5291402,6770
5300506,16
5302351,820
5302351,1759
5302351,4322
5305817,17
5305817,2097
5305817,5602
5315176,10
5315176,10850
5324647,16
5324647,4985
5324647,6941
5324647,47801
5330299,470
5342358,22
5350846,16
5350846,243
5350846,1834
5350846,19238
5358704,2
5358704,691
5358704,34595
5358704,63582
5400757,17
5400757,3
5400757,361
5403376,9
5403376,378
5403376,376
5403376,1137
5403376,26001
5412099,9
5412099,1263
5412099,982
5412099,50301
5413007,10
5422832,17
5422832,5
5422832,183
5422832,641
5422832,2186
5423688,647
5423688,463
5423688,4750
5429936,984
5430865,3
5430865,96
5430865,363
5430865,41
5430865,5774
5446078,4452
5446078,55641
5446320,5
5446320,137
5446320,2857
5446320,647
5446320,2289
5477551,9
5477551,1
5477551,378
5477551,376
5477551,45901
5481062,65832
5481062,59704
5489590,154
5489590,7003
5489590,994
5489590,22753
5489590,5614
5509351,4452
5509351,276
5518772,4984
5518772,12
5521127,154
5521127,7003
5521127,58299
5521127,11409
5521127,33551
5528221,5
5528221,2
5528221,49
5528221,2544
5540582,3
5540582,2
5547195,16
5548950,2473
5548950,2290
5553001,96
5553001,215
5553001,2443
5553001,32279
5553001,100119
5553577,5
5553577,21
5562965,9
5562965,1
5562965,96
5563341,21
5578766,7189
5592652,3
5592652,18
5593360,376
5593360,4012
5593360,35499
5602211,378
5602211,13423
5618503,2620
5619103,248
5619662,1386
5620894,847
5620894,711
5624695,30
5624695,248
5624695,33
5624695,28318
5629163,256
5629163,529
5629163,1661
5629163,32395
5634137,1995
5634137,4587
5634137,40255
5643496,5
5643496,5569
5643496,9708
5654167,7189
5655362,17
5655362,53
5689003,10
5689003,139
5689003,2719
5689003,13072
5689003,21225
5690589,3
5690589,2
5690589,4196
5690589,865
5697308,1386
5697308,65737
5701298,378
5701298,1759
5701298,1222
5701298,38103
5709090,16
5709090,369
5711196,4985
5711196,519
5711196,1074
5712377,56957
5712377,1966
5712377,18283
5735158,2
5735158,4
5735158,36930
5735158,8778
5735395,17
5735395,6941
5735395,4961
5735395,11412
5735395,20132
5742665,8
5742665,1357
5751788,9798
5751788,23251
5751788,3541
5779184,7003
5779184,48572
5779184,38948
5791998,1819
5791998,3054
5791998,9784
5791998,11392
5791998,11296
5825961,53
5825961,4162
5847580,16
5847580,243
5847580,598
5853711,2490
5853989,17
5853989,53
5860024,256
5860024,2494
5894291,948
5894291,68822
5898472,1386
5898472,393
5902060,154
5902060,908
5902060,58338
5902060,456
5914735,5
5914735,30
5914735,35037
5914735,34113
5914735,59512
5926387,17
5926387,865
5927676,10
5927676,248
5943753,9
5943753,96
5943753,669
5943753,35343
5943753,11435
5959975,4025
5973329,17
5973329,60836
6002839,12
6007822,1720
6007822,1666
6007822,9817
6012197,5
6012197,21
6012197,22
6012908,9
6012908,96
6034875,64108
6034875,862
6039772,9
6039772,3
6043614,2
6043614,4
6049918,19
6049918,1532
6049918,906
6059179,154
6059179,7003
6080042,8
6080042,58
6080042,2888
6080042,5909
6080042,2681
6109099,3
6109099,820
6109099,365
6109099,34845
6109099,25700
6109979,5142
6109979,2304
6109979,28362
6109979,14378
6112315,3
6112315,890
6112315,5493
6122275,5
6122275,49
6122275,5486
6124706,5
6124706,642
6124706,5954
6124706,14423
6124706,27992
6149950,2433
6149950,8261
6151093,17
6151093,148
6151093,7315
6151093,8661
6159104,5282
6161140,8
6161140,4867
6161140,13824
6161140,1701
6167628,17
6167628,2620
6167628,1211
6167628,647
6167628,3550
6187525,9
6187525,32472
6187525,4446
6211342,10
6211342,64
6211342,1158
6211342,4545
6211342,873
6227815,3952
6227815,1776
6241233,34469
6241233,1720
6241233,114
6257800,16
6257800,2348
6257800,4867
6258120,5
6258120,2218
6258120,56957
6267714,18
6267714,603
6267714,245
6267714,1271
6272575,17
6272575,688
6272575,292
6272575,8859
6276879,5
6276879,2
6276879,42676
6283037,752
6283037,12907
6304517,9
6304517,3057
6313902,17
6313902,21
6313902,194
6313902,2620
6313902,1211
6321348,3
6321348,820
6321348,4
6321348,2595
6321348,5214
6325131,17
6325131,18
6325131,13420
6325131,58341
6329923,17
6329923,1386
6329923,5352
6329923,8773
6330269,669
6330269,146
6330269,8372
6330269,1604
6330496,3
6330496,820
6330496,363
6330496,2314
6330496,578
6346680,8
6346680,18
6369509,96
6369509,13372
6369509,40797
6369509,21989
6369509,11309
6371164,5
6371164,3437
6371164,136
6371164,95
6380003,1508
6380003,984
6380003,364
6384882,58338
6384882,78331
6384882,33380
6386306,9
6402863,820
6411025,908
6411025,5953
6411025,8814
6442012,17
6442012,4172
6449416,4
6451584,9
6451584,96
6451584,183
6461075,9
6461075,33953
6461075,14456
6461075,119
6461075,5962
6469795,41
6469795,4317
6471055,9
6471055,9299
6472222,8
6472222,42420
6487186,7003
6487186,1227
6487186,15000
6491081,1386
6491081,53
6491081,865
6492255,17
6492255,6770
6492526,17
6492526,4599
6492526,24567
6499148,9
6499148,1
6499148,18
6499148,1817
6499148,2095
6503450,37339
6503450,1175
6503450,31013
6505932,80
6505932,1271
6505932,9126
6505932,19486
6507923,3
6507923,76
6507923,13347
6518261,53
6518261,12674
6518261,19395
6531761,2
6531761,33114
6547140,2
6547140,4506
6547140,70310
6555082,5
6563216,5
6563216,3
6563216,820
6563216,2
6573637,9
6573637,5780
6581738,1386
6584121,5
6584121,688
6584121,725
6587936,22
6587936,194
6587936,16163
6601126,22
6601126,580
6609025,1
6609025,271
6609025,273
6612585,3262
6612585,42922
6624745,18
6624745,5282
6625252,58
6625252,1967
6625252,2504
6625252,26245
6629920,4984
6629920,12
6629920,3280
6629920,2999
6629920,19949
6637764,9
6637764,1
6637764,36252
6637764,64139
6677132,17
6677132,4721
6677132,70979
6689986,16
6689986,1931
6689986,186
6689986,67161
6702492,5
6702492,847
6702492,1576
6702492,7500
6707484,35
6707484,1993
6710688,7003
6710688,908
6710688,58299
6710688,35031
6718073,3
6718073,2
6720752,5
6720752,603
6720752,7320
6728634,5
6728634,2
6728634,4
6740030,1386
6742904,470
6742904,2535
6742904,67017
6748626,17
6748626,4985
6748626,13138
6748626,3049
6751450,820
6751450,5569
6751450,582
6751450,828
6762932,7003
6762932,994
6762932,61
6762932,5910
6766482,4984
6766482,12
6766482,19633
6766482,20873
6766482,1937
6769345,154
6769345,908
6769345,5954
6769345,8440
6769345,66776
6769746,1
6769746,34469
6775827,3437
6775827,3280
6786094,154
6786094,58338
6786094,908
6786094,48572
6786094,8814
6794429,9
6794429,32472
6794429,4162
6797361,3
6797361,6610
6797361,921
6801202,5
6801202,256
6801202,1661
6810199,12
6830087,4984
6830087,1141
6830838,2
6830838,4
6830838,691
6831306,11204
6835011,5
6835011,3
6835011,820
6835011,1508
6836973,96
6836973,87
6836973,11218
6844906,16
6844906,984
6857730,2
6857730,4
6857730,8596
6857730,4215
6876677,154
6876677,7003
6876677,908
6876677,32580
6879114,543
6880673,21
6880673,1695
6880673,5725
6880673,10642
6880673,2138
6900566,17
6900566,1386
6902785,376
6902785,1117
6917413,10
6917413,4747
6917413,31826
6917413,21370
6917423,22
6917423,30408
6917423,1151
6917423,8470
6918389,17
6918389,881
6930229,154
6930229,7003
6930229,908
6930229,27758
6932386,14012
6932386,22872
6944076,243
6947728,378
6947728,1117
6947728,173
6947728,6819
6947728,21550
6973905,38
6973905,14012
6973905,56957
6977465,43464
6982949,10232
6982949,16
6984877,820
6984877,4
6988051,5
6988051,146
6988051,5569
6989973,9
6989973,17
6989973,137
6989973,2433
6990965,3
6990965,820
6990965,1189
6993631,470
6993631,67618
6993631,820
7021017,14456
7023904,154
7023904,58338
7023904,26050
7023904,4071
7024355,9
7024355,1
7026967,22
7026967,72
7026967,4527
7026967,930
7026967,432
7032562,9
7032562,36252
7032562,529
7032562,3942
7033491,3
7033491,820
7033491,363
7033491,904
7036095,820
7036095,19717
7063394,9
7063394,5579
7063394,82275
7063394,52565
7068880,5
7068880,2
7068880,59961
7078881,19
7078881,272
7078881,1227
7078881,4330
7079486,17
7079486,598
7079486,7436
7091064,7003
7105095,154
7114185,3
7114185,355
7114185,12658
7117301,5
7117301,276
7117301,904
7117301,8973
7119821,17
7119821,7628
7126003,4984
7126003,12
7126003,64108
7135385,299
7144614,58307
7150493,1386
7150493,365
7150493,290
7150493,7158
7165256,14456
